AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2014,52838,Túquerres,52,Nariño,3798,Nariño (ETC),8643,90.32,81.33,56.32,75.56,64.86,33.63,111.05,76.09,118.02,115.44,102.36,18.78,40.28,2.45,0.19,2.25,3.24,1.94,97.52,99.81,97.75,96.76,97.73,0.04,0,0,0,0.32,5.97,1.53,4.65,9.42,2.7
2014,52885,Yacuanquer,52,Nariño,3798,Nariño (ETC),2296,79.31,86.24,51.24,80.32,74.39,42.97,91.81,69.14,95.18,92.79,92.09,11.49,58.33,2.62,0.83,1.61,3.97,3.14,97.38,99.17,98.39,96.03,96.86,0,0,0,0,0,0.41,0,0,0.71,1.18
2014,54001,Cúcuta,54,Norte de Santander,3802,Cúcuta,143932,92.78,90.04,61.47,83.43,75.75,54.66,102.95,106.9,112.35,102.34,81.26,28.61,32.57,3.27,4.64,3.03,3.46,2.66,96.52,95.35,96.83,96.32,96.69,0.21,0.01,0.13,0.22,0.65,2.88,1.7,2.44,4.13,1.69
2014,54003,Abrego,54,Norte de Santander,3801,Norte de Santander (ETC),9551,68.96,80.37,54.36,62.43,53.22,42.84,85.8,72.31,111.3,76.74,43.99,30.44,1.52,2.62,3.08,2.32,3.07,3.13,97.38,96.92,97.68,96.93,96.88,0,0,0,0,0,2.25,0,2.66,1.95,2.64
2014,54051,Arboledas,54,Norte de Santander,3801,Norte de Santander (ETC),2140,77.85,82.11,73.33,71.25,62.83,48.81,94.81,68.57,101.17,103.89,75.84,28.96,2.38,2.71,0.83,1.64,4.75,2.15,96.95,99.17,98.11,94.58,97.85,0.35,0,0.25,0.68,0,0.35,0,0,0,2.58
2014,54099,Bochalema,54,Norte de Santander,3801,Norte de Santander (ETC),1642,79.72,89.47,56.48,80.18,70.73,58.38,89.1,85.04,101.23,89.46,63.14,25.13,11.11,0.92,3.7,0.3,1.46,,98.8,96.3,99.09,98.54,100,0.28,0,0.61,0,0,1.91,0.93,2.12,1.88,1.78
2014,54109,Bucarasica,54,Norte de Santander,3801,Norte de Santander (ETC),1152,96.53,91.98,59.6,73.84,71.69,51.02,104.95,102.06,132,100.52,49.75,14.61,0,1.96,,1.91,2.8,1.08,98.04,100,98.09,97.2,98.92,0,0,0,0,0,1.62,2.02,1.44,1.96,1.08
2014,54125,Cácota,54,Norte de Santander,3801,Norte de Santander (ETC),462,108.23,74.18,46.34,63.4,61.69,50.63,145.89,107.89,157.73,158.97,106.76,18.33,7.14,2.8,,0.81,3.98,10.42,97.01,100,98.78,96.02,89.58,0.19,0,0.41,0,0,0.56,0,1.22,0,0
2014,54128,Cachirá,54,Norte de Santander,3801,Norte de Santander (ETC),2761,80.95,92.62,60.71,74.98,73.49,62.44,87.4,73.04,109.29,83.73,47.84,27.05,3.45,1.09,1.79,1.07,1,0.97,98.91,98.21,98.93,99,99.03,0,0,0,0,0,1.66,0.6,1.81,1.99,0.48
2014,54172,Chinácota,54,Norte de Santander,3801,Norte de Santander (ETC),3706,81.41,84.6,51.69,82.63,69.06,42.76,96.22,87.25,94.26,101.6,94.68,25.02,14.29,2.5,2.94,1.99,2.79,3.16,97.5,97.06,98.01,97.21,96.84,0,0,0,0,0,0.71,0,0.37,1.26,0.73
2014,54174,Chitagá,54,Norte de Santander,3801,Norte de Santander (ETC),2554,69.81,86.14,52.85,80.2,67.55,45.09,81.05,61.81,98.24,81.87,49.23,28.88,0,1.55,3.25,1.89,0.83,0.71,94.86,96.75,96.02,93.67,90.07,3.59,0,2.09,5.5,9.22,0,0,0,0,0
2014,54206,Convención,54,Norte de Santander,3801,Norte de Santander (ETC),3351,131.72,87.81,52.82,75.15,71.74,47.26,150.01,170.46,,114.48,72.56,23.11,9.41,4.37,2.92,5.18,3.57,2.28,95.57,97.08,94.82,96.43,96.74,0.06,0,0,0,0.98,0,0,0,0,0
2014,54223,Cucutilla,54,Norte de Santander,3801,Norte de Santander (ETC),2055,80.68,87.45,69.14,78.51,69.67,47.92,92.26,45.51,98.63,102.07,80.55,30.13,6.82,0.74,1.23,0.48,0.99,0.87,99.26,98.77,99.52,99.01,99.13,0,0,0,0,0,0.23,0,0.12,0,1.31
2014,54239,Durania,54,Norte de Santander,3801,Norte de Santander (ETC),847,89.96,82.29,24.59,74.25,70.88,45.52,109.33,85.92,119.83,102.15,108.21,25.04,5.56,1.54,1.64,0.48,3.82,,98.46,98.36,99.52,96.18,100,0,0,0,0,0,1.3,0,0.24,3.05,1.9
2014,54245,El Carmen,54,Norte de Santander,3801,Norte de Santander (ETC),3767,76.72,67.89,59.85,64.86,33.5,21.85,113.01,84.62,132.46,107.33,90.08,26.86,1.18,3.36,2.65,3.32,4.64,0.58,96.64,97.35,96.68,95.36,99.42,0,0,0,0,0,0.6,0,0.31,2.06,0
2014,54250,El Tarra,54,Norte de Santander,3801,Norte de Santander (ETC),3223,126.56,85.03,47.99,61.27,61.49,31.45,148.84,126.17,,85.55,51.45,31.3,1.37,11.02,1.24,,3.14,1.16,88.98,98.76,85.45,96.86,98.84,0,0,0,0,0,0,0,0,0,0
2014,54261,El Zulia,54,Norte de Santander,3801,Norte de Santander (ETC),5672,96.33,89.06,56.65,80.74,72.21,53.7,108.15,104.42,123.65,106.55,75.41,30.01,8.89,2.95,3.62,3.06,2.82,2.33,95.67,96.38,95.54,95.44,96.42,1.38,0,1.4,1.75,1.25,0.15,0,0.07,0.34,0
2014,54313,Gramalote,54,Norte de Santander,3801,Norte de Santander (ETC),1338,66.29,89.78,52.94,77.7,74.02,55.38,73.84,46.36,77.45,85.04,56.52,28.44,0,2.07,1.96,1.88,2.48,1.61,95.64,98.04,96.71,93.66,96.77,2.28,0,1.41,3.86,1.61,0.83,0,0,1.1,3.23
2014,54344,Hacarí,54,Norte de Santander,3801,Norte de Santander (ETC),2996,76,93.55,48.17,65.26,69.03,56.92,81.24,84.5,144.61,35.27,13.1,32.5,0,9.23,3.21,11.34,3.59,,90.73,96.79,88.66,96.41,98.46,0.04,0,0,0,1.54,0,0,0,0,0
2014,54347,Herrán,54,Norte de Santander,3801,Norte de Santander (ETC),835,46.59,86.83,71.79,80.68,69.48,49.37,53.65,61.9,52.69,53.47,52.67,21.17,7.69,0.75,2.56,,1.57,,99.25,97.44,100,98.43,100,0,0,0,0,0,3.48,0,0.57,8.66,3.33
2014,54377,Labateca,54,Norte de Santander,3801,Norte de Santander (ETC),1475,71.39,89.46,68.83,84.74,71.79,57.5,79.8,66.38,87.05,84.62,60.38,24.84,3.45,1.09,,0.39,1.83,2.26,98.91,100,99.61,98.17,97.74,0,0,0,0,0,0,0,0,0,0
2014,54385,La Esperanza,54,Norte de Santander,3801,Norte de Santander (ETC),3466,78.42,88.82,60.62,70.79,67.53,43.3,88.29,65.65,120.56,76.66,40.22,26.9,0,8.25,3.11,10.19,6.31,4.12,90.71,96.89,89.04,92.35,92.35,1.04,0,0.77,1.33,3.53,1.94,1.04,1.71,2.67,1.76
2014,54398,La Playa,54,Norte de Santander,3801,Norte de Santander (ETC),1937,86.53,89.24,58.71,72.67,72.37,44.17,96.95,96.27,126.6,82.23,51.42,20.88,0,4.54,2.58,4.08,6.74,2.31,95.01,97.42,95.92,91.58,97.69,0.45,0,0,1.68,0,2.1,0,1.49,4.63,0
2014,54405,Los Patios,54,Norte de Santander,3801,Norte de Santander (ETC),16219,82.32,90.22,66.02,85.35,74.49,55.27,91.06,84.6,101.79,93.42,65.1,27.55,44,2.63,4.24,2.41,2.81,2.02,96.04,95.03,96.28,95.59,97.05,1.33,0.73,1.32,1.6,0.93,2.03,2.3,1.06,3.33,1.79
2014,54418,Lourdes,54,Norte de Santander,3801,Norte de Santander (ETC),828,82.85,85.64,76.39,80.32,57.92,34.34,96.74,112.5,111.41,91.52,66.89,30,0,1.86,1.39,0.81,4.57,,89.57,98.61,94.07,74.62,100,8.57,0,5.12,20.81,0,5.14,0,2.96,,1.67
2014,54480,Mutiscua,54,Norte de Santander,3801,Norte de Santander (ETC),876,89.73,87.33,50,86.7,73.15,42.86,102.74,80,112.78,100,94.59,33.83,0,0.49,,,1.42,,99.51,100,100,98.58,100,0,0,0,0,0,1.33,1.79,2.22,0.35,0
2014,54498,Ocaña,54,Norte de Santander,3801,Norte de Santander (ETC),22606,90.15,86.95,68.6,83.07,69.19,43.99,103.63,94.26,107.48,105.93,93.23,26.47,14.96,2.87,2.43,2.24,3.5,3.7,94.35,97.29,96.59,91.34,92.92,2.78,0.29,1.17,5.16,3.39,2.44,0.07,1.06,4.96,1.63
2014,54518,Pamplona,54,Norte de Santander,3801,Norte de Santander (ETC),12274,68.18,82.45,53.86,80.27,69.06,47.12,82.69,85.29,91.37,84.87,64.36,25.48,19.15,2.3,4.1,1.76,2.76,1.78,96.73,95.74,98.24,95.42,95.97,0.97,0.16,0,1.82,2.25,1.49,0.66,1,2,2.16
2014,54520,Pamplonita,54,Norte de Santander,3801,Norte de Santander (ETC),1129,85.74,84.91,70,83.91,69.83,46.45,100.97,85.11,100,108.16,96.83,24.88,9.52,2.22,6.25,1.5,1.72,3.52,97.78,93.75,98.5,98.28,96.48,0,0,0,0,0,0,0,0,0,0
2014,54553,Puerto Santander,54,Norte de Santander,3801,Norte de Santander (ETC),2435,66.82,93.67,69.63,77.83,76.09,61.84,71.33,69.95,91.95,66.18,35.1,32.33,60,5.19,9.63,4.2,6.75,1.32,94.81,90.37,95.8,93.25,98.68,0,0,0,0,0,0.23,0.74,0.34,0,0
2014,54599,Ragonvalia,54,Norte de Santander,3801,Norte de Santander (ETC),1462,55.61,85.76,74.19,79.67,65.76,44.17,64.84,54.39,72.54,58.42,64.43,24.85,25,2.56,,1.4,5.79,0.9,97.21,100,98.13,94.21,99.1,0.23,0,0.47,0,0,0.58,0,1.17,0,0
2014,54660,Salazar,54,Norte de Santander,3801,Norte de Santander (ETC),2215,91.96,88.68,65.96,78.75,70.32,51.32,103.7,84.43,119.54,105.05,75.06,25.73,11.63,1.53,2.13,1.06,2.33,0.82,95.6,97.87,95.38,94.53,98.37,2.87,0,3.56,3.15,0.82,0.88,0.71,0.77,1.09,0.82
2014,54670,San Calixto,54,Norte de Santander,3801,Norte de Santander (ETC),3884,64.93,78.25,38.15,60.28,30.71,48.82,82.98,73.67,116.36,73.57,20.19,18.48,0,2.37,0.8,3.1,0.27,0.79,97.63,99.2,96.9,99.73,99.21,0,0,0,0,0,0.15,0,0.21,0,0
2014,54673,San Cayetano,54,Norte de Santander,3801,Norte de Santander (ETC),1296,84.34,89.66,63.95,77.96,71.92,50,94.06,76.11,110.14,89.23,70.59,29.47,11.11,1.69,2.33,2.14,0.59,2.13,98.31,97.67,97.86,99.41,97.87,0,0,0,0,0,2.31,0,2.3,3.24,1.06
2014,54680,Santiago,54,Norte de Santander,3801,Norte de Santander (ETC),665,97.89,94.08,72.97,85.2,78.47,63.64,104.06,64.91,133.09,93.3,76.52,24.2,14.29,2.46,,1.4,3.35,5.68,96.97,100,98.6,96.65,89.77,0.58,0,0,0,4.55,0.43,0,0.56,0.48,0
2014,54720,Sardinata,54,Norte de Santander,3801,Norte de Santander (ETC),6186,81.22,89.19,55.56,72.73,64.66,43.41,91.06,84.43,117.92,78.65,49.6,26.07,4.07,4.09,2.67,4.42,3.94,3.49,95.49,97.33,95.16,95.45,96.19,0.43,0,0.42,0.61,0.32,2.01,0,1.36,3.94,3.17
2014,54743,Silos,54,Norte de Santander,3801,Norte de Santander (ETC),1131,87.18,86.34,56.12,80.81,65.76,63.64,100.97,110.11,118.86,103.6,50.25,24.08,4.76,2.47,2.04,0.58,3.58,10.23,97.53,97.96,99.42,96.42,89.77,0,0,0,0,0,0.2,0,0.19,0,1.14
2014,54800,Teorama,54,Norte de Santander,3801,Norte de Santander (ETC),6178,59.74,83.02,48.51,67.24,49.66,36.71,71.97,55.09,98.54,58.16,36.46,26.59,0,2.84,0.66,3.83,0.77,1.07,97.16,99.34,96.17,99.23,98.93,0,0,0,0,0,1.11,0,1.03,1.66,1.6
2014,54810,Tibú,54,Norte de Santander,3801,Norte de Santander (ETC),10362,104.47,88.11,59.07,70.59,62.79,44.5,118.56,112.86,156.19,101.92,56.24,30.16,4.08,4.42,2.69,4.49,5.62,1.32,95.56,97.31,95.5,94.38,98.54,0.02,0,0.02,0,0.13,0.1,0,0.12,0.07,0.13
2014,54820,Toledo,54,Norte de Santander,3801,Norte de Santander (ETC),4057,86.76,90.44,57.73,75.12,77.87,59.04,95.93,87.39,117.13,87.08,66.52,25.74,0,1.32,0.34,0.89,1.75,2.98,98.01,99.66,97.95,98.08,96.75,0.67,0,1.15,0.17,0.27,3.72,0,2.26,6.46,5.69
2014,54871,Villa Caro,54,Norte de Santander,3801,Norte de Santander (ETC),1432,68.51,92.81,65.48,68.03,69.15,58.02,73.81,71.19,102.01,57.91,35.37,31.38,0,0.85,1.19,0.98,0.71,,98.86,98.81,99.02,98.23,100,0.28,0,0,1.06,0,0,0,0,0,0
2014,54874,Villa del Rosario,54,Norte de Santander,3801,Norte de Santander (ETC),19869,77.84,88.11,62.51,84.07,69.78,52.09,88.24,83.3,92.72,96.18,64.89,29.83,46.43,3.29,3.35,3.03,4.07,1.57,95.51,96.15,96.54,94.07,96.03,1.2,0.49,0.43,1.86,2.39,1.19,0.1,0.85,1.69,1.51
2014,63001,Armenia,63,Quindio,3804,Armenia,55638,84.67,85.98,59.34,83.67,70.87,52.24,98.43,71.5,93.24,114.15,93.04,29.39,77.78,3.37,3.46,2.31,4.6,3.04,92.63,96.35,95.5,89.33,91.67,4,0.19,2.19,6.07,5.29,1.41,0.34,1,2.26,0.68
2014,63111,Buenavista,63,Quindio,3803,Quindio (ETC),574,96.69,74.4,59.46,54.78,65.55,34.38,129.97,78.72,131.38,158.2,96.97,26.14,41.67,5.56,10.81,5.53,5.24,4.17,92.31,89.19,91.91,92.13,95.83,2.13,0,2.55,2.62,0,0.33,0,0,0.75,0
2014,63130,Calarca,63,Quindio,3803,Quindio (ETC),15454,81.5,85.6,68.19,78.36,70.64,51.51,95.2,71.17,96.36,105,85.14,29.56,80,3.72,3.96,3.72,4.2,2.26,94.91,96.04,95.59,93.2,96.79,1.37,0,0.69,2.61,0.94,1.29,0.12,1.1,2.02,0.5
2014,63190,Circasia,63,Quindio,3803,Quindio (ETC),5665,80.74,87.84,59.31,76.63,73.76,57.27,91.9,67.45,98.41,97.97,76.76,30.11,88.89,2.64,1.73,2.11,3.08,3.57,94.89,97.92,95.78,93.21,95.19,2.47,0.35,2.11,3.72,1.24,1.45,0,1.03,2.21,1.4
2014,63212,Córdoba,63,Quindio,3803,Quindio (ETC),1061,106.41,83.82,60.53,75.37,64.92,45.88,126.96,86.36,138.13,140.51,93.41,30.7,15.38,3.34,5.26,2.85,4.02,1.89,90.4,94.74,96.44,81.8,89.62,6.26,0,0.71,14.18,8.49,2.14,0,0.53,4.73,1.89
2014,63272,Filandia,63,Quindio,3803,Quindio (ETC),2767,81.21,86.36,63.37,81.17,68.45,49.51,94.04,77.13,93.04,105.42,82.26,33.33,85.19,2.35,4.65,2.38,1.89,2.24,94.15,95.35,96.33,90.45,96.49,3.5,0,1.29,7.67,1.28,0.94,0.58,0.4,1.65,0.96
2014,63302,Génova,63,Quindio,3803,Quindio (ETC),1609,97.64,89.21,71.43,77.99,67.12,52.71,109.45,83.58,117.66,124.29,73.55,29.71,41.94,3.4,7.14,2.82,4.31,0.57,96.6,92.86,97.18,95.69,99.43,0,0,0,0,0,2,0,0.26,4.66,2.27
2014,63401,La Tebaida,63,Quindio,3803,Quindio (ETC),9406,72.74,85.73,70.7,79.37,64.11,48.9,84.85,59.58,79.63,105.9,67.58,32.12,57.14,5.22,4.19,3.6,6.99,5.82,93.3,95.81,95.9,90.47,91.76,1.49,0,0.5,2.54,2.42,1.95,0,1.43,3.02,1.33
2014,63470,Montenegro,63,Quindio,3803,Quindio (ETC),8555,80.94,86.66,62.99,78.85,66.76,48.14,93.4,65.63,97.78,107.41,69.14,31.06,67.86,4.7,3.9,4.19,5.63,4.06,90.17,96.1,90.05,88.3,93.79,5.13,0,5.76,6.07,2.15,0.19,0,0.21,0.22,0.13
2014,63548,Pijao,63,Quindio,3803,Quindio (ETC),1234,108.51,76.73,61.54,70.36,57.96,43.15,141.41,62.5,104.51,,,28.11,42.86,4.1,4.62,2.92,4.89,4.5,94.92,95.38,95.63,94.07,95.5,0.99,0,1.46,1.05,0,0,0,0,0,0
2014,63594,Quimbaya,63,Quindio,3803,Quindio (ETC),6908,83.38,87.59,65.67,78.77,69.76,50.11,95.17,69.31,95.05,112.26,75.31,30.31,54.55,3.97,6.02,3.45,4.89,1.8,92.72,93.98,95.94,87.32,97.65,3.31,0,0.61,7.79,0.55,0.43,0,0.73,0.3,0
2014,63690,Salento,63,Quindio,3803,Quindio (ETC),1488,133.53,87.25,53.72,78.84,75,60.84,152.35,148.03,159.52,161.79,117.21,19.7,41.18,3.9,6.8,3.27,4.53,2.33,91.72,93.2,95.7,85.2,93.8,4.38,0,1.03,10.26,3.88,0,0,0,0,0
2014,66001,Pereira,66,Risaralda,3806,Pereira,85450,96.41,82.58,64.5,79.06,64.24,44.59,116.37,88.66,113.24,132.48,105.53,25.41,99.44,4.61,5.38,4.03,5.55,3.4,90.16,93.8,91.63,87.07,92.31,5.23,0.83,4.35,7.38,4.29,0.66,0.33,0.76,0.72,0.31
2014,66045,Apía,66,Risaralda,3805,Risaralda (ETC),4229,53.7,89.37,64.34,80.39,70.18,52.6,60.09,35.15,61.58,68.13,52.82,20.7,9.09,3.31,3.1,3.45,3.32,2.83,96.69,96.9,96.55,96.68,97.17,0,0,0,0,0,1.78,0.78,1.18,2.73,1.77
2014,66075,Balboa,66,Risaralda,3805,Risaralda (ETC),1338,89.46,80.88,64.52,72.5,60.37,42.33,110.61,80.87,107.53,134.68,85.52,24.26,4.17,3.4,4.3,3.26,3.99,1.32,95.84,95.7,96.74,96.01,92.11,0.76,0,0,0,6.58,2.95,0,2.17,4.75,1.32
2014,66088,Belén de Umbría,66,Risaralda,3805,Risaralda (ETC),6145,77.92,85.56,61.86,79.7,66.21,43.32,91.07,69.28,93.65,99.51,78.6,28,10.17,3.36,5.08,2.41,4.51,2.69,96.54,94.92,97.59,95.49,96.35,0.1,0,0,0,0.96,0.77,0.28,1.44,0.12,0.19
2014,66170,Dosquebradas,66,Risaralda,3807,Dosquebradas,38104,83.6,90.23,66.15,83.65,76.14,56.93,92.55,80.87,102.43,97.34,66.34,28.58,19.18,3.01,2.82,2.9,3.39,2.35,93.13,96.43,94.74,90.51,92.54,3.86,0.75,2.36,6.1,5.11,1.44,0.59,0.73,2.73,0.78
2014,66318,Guática,66,Risaralda,3805,Risaralda (ETC),3168,79.1,89.02,62.42,85.29,72.05,57.38,88.86,61.8,86.12,104.29,78.67,26.12,9.3,2.02,0.61,1.06,3.51,1.52,97.83,99.39,98.94,96.49,97.27,0.15,0,0,0,1.21,1.71,0,1.32,2.71,0.91
2014,66383,La Celia,66,Risaralda,3805,Risaralda (ETC),1862,72.07,84.72,66.67,77.47,59.97,51.74,85.07,63.06,84.66,101.13,65.05,18.78,10,4.14,5.05,2.3,6.92,1.34,95.72,94.95,97.7,93.08,97.32,0.14,0,0,0,1.34,0.35,0,0.31,0.55,0
2014,66400,La Virginia,66,Risaralda,3805,Risaralda (ETC),6602,91.34,87.56,59.03,79.54,71.32,57.19,104.32,85.77,105.29,118.84,82.55,30.94,0,3.2,4.72,2.09,4.41,2.48,96.74,95.28,97.91,95.59,97,0.06,0,0,0,0.52,1.4,1.29,0.89,2.12,1.04
2014,66440,Marsella,66,Risaralda,3805,Risaralda (ETC),4700,71.15,87.17,63.64,73.86,62.74,48.88,81.62,70.03,99.84,79.29,48.97,26.26,0,2.44,1.89,1.36,3.78,3.71,97.13,98.11,98.64,96.22,92.04,0.43,0,0,0,4.24,3.44,0,1.75,6.5,4.24
2014,66456,Mistrató,66,Risaralda,3805,Risaralda (ETC),4550,75.65,86.03,43.45,64.4,64.6,46.1,87.93,81.36,120.32,67.98,43.56,23.56,3.64,2.79,1.79,1.87,4.44,5.99,97.21,98.21,98.13,95.56,94.01,0,0,0,0,0,1.47,0,1.64,2.01,0
2014,66572,Pueblo Rico,66,Risaralda,3805,Risaralda (ETC),3718,100.65,82.1,45.26,60.54,51.58,27.17,122.59,121.6,154.65,102.49,76.04,16.23,5.48,2.2,2.68,2.29,1.88,1.82,97.7,97.32,97.71,98.12,96.36,0.1,0,0,0,1.82,0.49,0,0.41,0.89,0.45
2014,66594,Quinchía,66,Risaralda,3805,Risaralda (ETC),7805,75.03,84.73,56.93,81.57,65.11,52.32,88.55,58.13,87.14,104.93,75.46,24.81,7.14,2.25,1.76,0.74,3.93,2.92,97.58,98.24,99.26,96.07,95.69,0.17,0,0,0,1.4,1.29,0,1.17,1.62,1.4
2014,66682,Santa Rosa de Cabal,66,Risaralda,3805,Risaralda (ETC),14716,85.48,85.9,61.09,78.18,68.51,51.13,99.44,83.85,104.62,109.08,75.82,29.36,0,2.48,1.98,1.54,3.9,2.11,97.49,98.02,98.46,96.1,97.61,0.03,0,0,0,0.28,1.7,0.22,1.23,2.89,0.77
2014,66687,Santuario,66,Risaralda,3805,Risaralda (ETC),3367,73.36,89.23,62.9,75.45,69.27,56.06,82.21,65.72,94.87,87.96,47.23,23.08,13.16,3.49,4.3,2.41,4.96,3,95.98,95.7,97.59,95.04,90.99,0.54,0,0,0,6.01,2.97,2.15,3.01,3.42,1.72
2014,68001,Bucaramanga,68,Santander,3809,Bucaramanga,96859,99.31,89.44,61.56,81.91,78.07,60.53,110.83,105.37,119.22,110.58,95.18,27.35,99.2,2.13,2.54,1.77,2.62,1.8,97.78,97.46,98.22,97.33,97.73,0.09,0,0.01,0.06,0.47,2.14,0.79,1.81,3.2,1.18
2014,68013,Aguada,68,Santander,3808,Santander (ETC),399,71.93,91.69,61.11,88.03,83.04,58.54,78.45,52.94,86.59,86.82,56.94,16.5,0,1.97,,1.41,1.79,6.06,98.03,100,98.59,98.21,93.94,0,0,0,0,0,0,0,0,0,0
2014,68020,Albania,68,Santander,3808,Santander (ETC),1200,53.33,89.64,55.56,84.07,68.23,54.64,59.5,45.92,60.57,68.56,45.97,17.38,0,6.18,,1.02,12.89,7.14,93.53,100,98.98,87.11,90.48,0.29,0,0,0,2.38,3.38,0,0.34,8.2,1.19
2014,68051,Aratoca,68,Santander,3808,Santander (ETC),1790,89.89,85.04,50,85.49,72.31,54.3,105.7,77.03,104.61,121.81,91.8,27.13,4.55,2.27,3.51,1.55,2.52,3.38,94.71,96.49,97.67,89.93,96.2,3.03,0,0.78,7.55,0.42,0.35,0,0.52,0.34,0
2014,68077,Barbosa,68,Santander,3808,Santander (ETC),5995,93.69,88.43,56.06,85.45,73.06,54.68,105.84,100,109.94,111.44,87.65,27.29,0,3.72,4.8,3.17,4.4,3.2,95.2,94.92,96.68,93.59,94.31,1.08,0.28,0.14,2.01,2.49,4.34,3.11,2.5,7.38,3.56
2014,68079,Barichara,68,Santander,3808,Santander (ETC),1560,86.09,89.35,54.9,87.2,72.84,67.5,96.28,80.31,98.14,109.67,73.8,23.59,5,2.86,,3.2,3.42,1.78,97.06,100,96.8,96.58,97.63,0.08,0,0,0,0.59,0.16,0,0,0.43,0
2014,68081,Barrancabermeja,68,Santander,3810,Barrancabermeja,39566,118.17,87.92,54.77,80.49,73.47,51.27,134.29,134.87,148.21,136.96,96.63,27.09,71.96,4.88,3.63,4.22,6.22,4.16,92.02,93.24,94.17,89.32,90.69,3.11,3.13,1.61,4.47,5.15,7.06,4.16,4.49,,4.11
2014,68092,Betulia,68,Santander,3808,Santander (ETC),1214,100.41,89.37,50,78.79,71.04,54.81,112.36,116.98,115.34,129.04,68.53,25.6,4.17,3.57,0.81,2.53,5.07,5.56,96.2,99.19,96.97,94.93,94.44,0.23,0,0.51,0,0,1.44,0,1.52,1.48,2.38
2014,68101,Bolívar,68,Santander,3808,Santander (ETC),2870,77.32,86.92,41.76,80.87,62.51,50.21,88.95,68.27,99.34,100.74,50.21,20.38,20,3.27,1.76,3.34,3.12,4.63,96.73,98.24,96.66,96.88,95.37,0,0,0,0,0,0.59,0,0.33,1.25,0
2014,68121,Cabrera,68,Santander,3808,Santander (ETC),521,56.62,88.86,43.33,82.61,77.39,71.43,63.72,66.67,63.01,67.65,56.32,23.57,12.5,4.98,,5.07,8.57,,95.02,100,94.93,91.43,100,0,0,0,0,0,0,0,0,0,0
2014,68132,California,68,Santander,3808,Santander (ETC),441,67.12,82.45,53.33,85.9,66.37,34.67,81.41,39.47,84.32,77.93,102.74,20.85,25,0.96,,1.28,1.05,,91.37,100,91.03,91.58,89.36,7.67,0,7.69,7.37,10.64,0,0,0,0,0
2014,68147,Capitanejo,68,Santander,3808,Santander (ETC),1120,93.75,88.91,81.25,84.63,73.52,56.99,105.45,84.21,94.58,128.26,98.47,28.43,5.88,3.63,,2.29,5.05,5.67,96.37,100,97.71,94.95,94.33,0,0,0,0,0,0,0,0,0,0
2014,68152,Carcasí,68,Santander,3808,Santander (ETC),982,78.31,84.32,81.63,82.13,59.04,42.97,92.87,58.33,99.75,103.43,73.99,15.19,3.23,0.38,,0.5,0.4,,95.51,100,94.04,95.62,100,4.1,0,5.46,3.98,0,0.13,0,0,0,1.3
2014,68160,Cepitá,68,Santander,3808,Santander (ETC),418,90.67,80.81,47.37,88.54,55.93,45.16,112.2,105.56,108.47,131.11,88.57,12.92,7.69,2.11,,,4.46,8.11,97.89,100,100,95.54,91.89,0,0,0,0,0,0,0,0,0,0
2014,68162,Cerrito,68,Santander,3808,Santander (ETC),1304,84.82,86.41,62.16,86.11,69.01,53.08,98.16,67.89,100.75,105.08,93.36,29.31,3.85,1.24,,2.22,0.54,,89.58,100,96.48,81.89,78.38,9.19,0,1.3,17.57,,0.09,0,0,0,0.68
2014,68167,Charalá,68,Santander,3808,Santander (ETC),2306,103.04,83.57,53.49,80.41,71.37,53.96,123.29,110.26,117.53,136.61,117.92,24.88,5.13,1.28,0.47,1.04,1.82,1.08,97.13,99.53,98.2,96.04,95.39,1.59,0,0.76,2.14,3.52,4.62,4.19,1.51,8.02,5.15
2014,68169,Charta,68,Santander,3808,Santander (ETC),509,85.27,85.1,75.86,89.85,66.51,51.39,100.2,61.7,91.63,131.68,83.72,24.58,0,1.12,,0.51,2.44,,98.88,100,99.49,97.56,100,0,0,0,0,0,0,0,0,0,0
